"Accession_Number","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"X84316.1.1452","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Rhabdochromatium","Rhabdochromatium marinum"
"X84439.1.1511","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium urealyticum"
"X84443.1.1367","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium matruchotii"
"X84678.1.1435","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium minutissimum"
"X85955.1.1490","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Tsukamurellaceae","Tsukamurella","Tsukamurella inchonensis"
"X87134.1.1410","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","Rubrobacter radiotolerans"
"X87150.1.1554","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Trichococcus","Trichococcus pasteurii"
"X87163.1.1429","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium chlorophenolicum"
"X87217.1.1478","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas salina"
"X87272.1.1484","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium japonicum"
"X86776.1.1484","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Leptospirillum","Leptospirillum ferrooxidans"
"X87338.1.1488","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Methylophaga","Methylophaga marina"
"X87139.1.1479","Bacteria","Spirochaetae","Spirochaetes","Spirochaetales","Spirochaetaceae","Treponema","Treponema lecithinolyticum"
"X87754.1.1481","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","Kocuria varians"
"X87152.1.1478","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Johnsonella","Johnsonella ignava"
"X87758.1.1467","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","Rothia mucilaginosa"
"X87219.1.1423","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Chromohalobacter","Chromohalobacter marismortui"
"X89072.1.1475","Bacteria","Firmicutes","Clostridia","Halanaerobiales","Halanaerobiaceae","Halocella","Halocella cellulosilytica"
"X87276.1.1534","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae"
"X89077.1.1472","Bacteria","Firmicutes","Clostridia","Halanaerobiales","Halobacteroidaceae","Acetohalobium","Acetohalobium arabaticum"
"X87340.1.1470","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia","Gordonia hydrophobica"
"X89406.1.971","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanothermobacter","Methanothermobacter wolfeii"
"X87756.1.1481","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","Kocuria rosea"
"X89935.1.1449","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium","Streptosporangium amethystogenes subsp. amethystogenes"
"X88924.38.1453","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium triviale"
"X89941.1.1449","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Acrocarpaspora","Acrocarpospora corrugata"
"X88925.38.1415","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium paraffinicum"
"X89944.1.1450","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium","Streptosporangium longisporum"
"X89070.1.1486","Bacteria","Firmicutes","Clostridia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Halanaerobium saccharolyticum subsp. senegalense"
"X89951.1.1456","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium","Streptosporangium violaceochromogenes"
"X89074.1.1471","Bacteria","Firmicutes","Clostridia","Halanaerobiales","Halobacteroidaceae","Halobacteroides","Halobacteroides halobius"
"X90477.1.1460","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Acidianus","Acidianus brierleyi"
"X89208.1.1466","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bartonellaceae","Bartonella","Bartonella sp."
"X90481.1.1416","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Metallosphaera","Metallosphaera sedula"
"X89852.1.1428","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Acidianus","Acidianus infernus"
"X90515.1.1492","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobium","Verrucomicrobium spinosum"
"X89939.1.1448","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Sphaerisporangium","Sphaerisporangium cinnabarinum"
"X91032.1.1513","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium faecium"
"X89946.1.1444","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium","Streptosporangium pseudovulgare"
"X91170.1.1362","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Pelotomaculum","Pelotomaculum schinkii"
"X89955.1.1450","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium","Streptosporangium vulgare"
"X92150.1.1473","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas magadiensis"
"X90479.1.1395","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Sulfolobus","Sulfolobus metallicus"
"X92356.1.1482","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus","Geodermatophilus obscurus"
"X90484.1.1422","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Acidianus","Acidianus ambivalens"
"X92594.1.1477","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora chalcea"
"X90760.1.1424","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella","Skermanella parooensis"
"X92599.1.1476","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora carbonacea"
"X90835.1.1520","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Marinococcus","Marinococcus halophilus"
"X92605.1.1475","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora purpureochromogenes"
"X91034.1.1511","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Dermabacter","Dermabacter hominis"
"X92609.1.1468","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora chalcea"
"X92114.1.1498","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus percolatus"
"X92613.1.1478","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora olivasterospora"
"X92157.1.1456","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Dietziaceae","Dietzia","Dietzia natronolimnaea"
"X92618.1.1474","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora echinaurantiaca"
"X92492.1.1473","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agrococcus","Agrococcus jenensis"
"X92625.1.1472","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora echinofusca"
"X92513.1.1464","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacter","Thermoanaerobacter wiegelii"
"X92631.1.1477","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora rosaria"
"X92597.1.1466","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora echinospora"
"X93021.1.1546","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Ferrimonadaceae","Ferrimonas","Ferrimonas balearica"
"X92603.1.1477","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora peucetia"
"X93185.1.1444","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes","Actinoplanes brasiliensis"
"X92607.1.1465","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora echinospora"
"X93186.1.1438","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes","Actinoplanes cyaneus"
"X92611.1.1472","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora purpureochromogenes"
"X93190.1.1478","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Pilimelia","Pilimelia terevasa"
"X92623.1.1479","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora viridifaciens"
"X93194.1.1472","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium","Dactylosporangium roseum"
"X92629.1.1468","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora inyonensis"
"X93198.1.1478","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Catellatospora","Catellatospora citrea"
"X92981.1.1460","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Tsukamurellaceae","Tsukamurella","Tsukamurella pulmonis"
"X93202.1.1455","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Couchioplanes","Couchioplanes caeruleus subsp. caeruleus"
"X93183.1.1460","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium parafortuitum"
"X93354.1.1483","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter cumminsii"
"X93188.1.1440","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes","Actinoplanes regularis"
"X93476.1.1499","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Ectothiorhodospira","Ectothiorhodospira marina"
"X93192.1.1475","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium","Dactylosporangium fulvum"
"X93481.1.1498","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Ectothiorhodospira","phototrophic bacterium"
"X93196.1.1476","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium","Dactylosporangium vinaceum"
"X93593.1.1380","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium otitidis"
"X93200.1.1452","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Hamadaea","Hamadaea tsunoensis"
"X93928.1.1474","Bacteria","Spirochaetae","Spirochaetes","Spirochaetales","Spirochaetaceae","Spirochaeta","Spirochaeta africana"
"X93353.1.1477","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter woluwensis"
"X94155.1.1417","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Bogoriellaceae","Georgenia","Georgenia muralis"
"X93472.1.1451","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Halochromatium","Halochromatium glycolicum"
"X94198.1.1414","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Xanthobacter","Xanthobacter agilis"
"X93478.1.1473","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Ectothiorhodospira","phototrophic bacterium"
"X94229.1.1512","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus oris"
"X93485.1.1461","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia","Gordonia hirsuta"
"X94558.1.1559","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Halobacillus","Halobacillus litoralis"
"X93926.1.1469","Bacteria","Spirochaetae","Spirochaetes","Spirochaetales","Spirochaetaceae","Spirochaeta","Spirochaeta asiatica"
"X94966.1.1482","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia producta"
"X94101.1.1443","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas haloaromaticamans"
"X95180.1.1454","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfobulbus","Desulfobulbus elongatus"
"X94145.12.1460","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides aquaticus"
"X95459.1.1490","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Methylophaga","Methylophaga marina"
"X94195.1.1483","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Aneurinibacillus","Aneurinibacillus migulanus"
"X94200.1.1410","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Azorhizobium","Azorhizobium caulinodans"
"X94337.1.1501","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus gallolyticus subsp. gallolyticus"
"X94964.1.1482","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia schinkii"
"X94975.1.1530","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfitobacterium","Desulfitobacterium hafniense"
"X95230.1.1500","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio aespoeensis"
"X84901.1.1470","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Picrophilaceae","Picrophilus","Picrophilus oshimae"
"X85131.1.1561","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophaceae","Syntrophus","Syntrophus buswellii"
"X86688.1.1483","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium glucuronolyticum"
"X87135.1.1509","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","Rubrobacter xylanophilus"
"X87151.1.1467","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Catonella","Catonella morbi"
"X87218.1.1473","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas eurihalina"
"X87273.1.1484","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Rhizobium lupini"
"X87339.1.1489","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Methylophaga","Methylophaga thalassica"
"X87755.1.1480","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermacoccaceae","Kytococcus","Kytococcus sedentarius"
"X88922.38.1433","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium conspicuum"
"X89069.1.1486","Bacteria","Firmicutes","Clostridia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Halanaerobium saccharolyticum subsp. saccharolyticum"
"X89073.1.1476","Bacteria","Firmicutes","Clostridia","Halanaerobiales","Halobacteroidaceae","Orenia","Orenia marismortui"
"X89111.1.1528","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium sp."
"X89513.1.1524","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium animalis"
"X89938.1.1450","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium","Streptosporangium carneum"
"X89942.1.1449","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium","Streptosporangium fragile"
"X89945.1.1444","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium","Streptosporangium nondiastaticum"
"X89953.1.1447","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Sphaerisporangium","Sphaerisporangium viridialbum"
"X90478.1.1436","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Sulfolobus","Sulfolobus solfataricus"
"X90482.1.1420","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Metallosphaera","Metallosphaera prunae"
"X90640.1.1488","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Ureibacillus","Ureibacillus thermosphaericus"
"X90834.1.1489","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Salimicrobium","Salimicrobium album"
"X91033.1.1514","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium nesterenkovii"
"X91657.1.1512","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium tyrofermentans"
"X92152.1.1458","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","Cellulomonas bogoriensis"
"X92417.1.1495","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas desiderata"
"X92595.1.1476","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora echinospora"
"X92601.1.1476","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora halophytica"
"X92606.1.1459","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora carbonacea"
"X92610.1.1478","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora inositola"
"X92620.1.1465","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora fulviviridis"
"X92628.1.1477","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora chersina"
"X92889.1.1416","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Tolumonas","Tolumonas auensis"
"X93182.1.1462","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium austroafricanum"
"X93187.1.1442","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes","Actinoplanes philippinensis"
"X93191.1.1476","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium","Dactylosporangium aurantiacum"
"X93195.1.1477","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium","Dactylosporangium salmoneum"
"X93199.1.1478","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Asanoa","Asanoa ferruginea"
"X93215.1.1401","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Raoultella","Raoultella planticola"
"X93359.1.1478","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Family III","Thermoanaerobacterium","Thermoanaerobacterium aotearoense"
"X93477.1.1482","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Halorhodospira","Halorhodospira abdelmalekii"
"X93482.1.1467","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Ectothiorhodospira","Ectothiorhodospira mobilis"
"X93594.1.1404","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium mcbrellneri"
"X93994.1.1503","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio vietnamensis"
"X94098.1.1438","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium xenophagum"
"X94194.1.1482","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Aneurinibacillus","Aneurinibacillus aneurinilyticus"
"X94199.1.1412","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Xanthobacter","Xanthobacter flavus"
"X94230.1.1490","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus panis"
"X94559.1.1543","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","Salinicoccus roseus"
"X94967.1.1481","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Incertae Sedis","[Ruminococcus] gnavus"
"X84850.1.1412","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia asteroides"
"X84977.1.1491","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium vanbaalenii"
"X85248.1.1438","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata","Gemmata obscuriglobus"
"X87110.1.1501","Bacteria","Actinobacteria","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineosporia","Kineosporia aurantiaca"
"X87140.1.1494","Bacteria","Spirochaetae","Spirochaetes","Spirochaetales","Spirochaetaceae","Treponema","Treponema maltophilum"
"X87161.1.1442","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium chlorophenolicum"
"X87271.1.1538","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","Aeromonas hydrophila"
"X87277.1.1516","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Leucothrix","Leucothrix mucor"
"X87409.1.1506","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio termitidis"
"X87757.1.1464","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermacoccaceae","Dermacoccus","Dermacoccus nishinomiyaensis"
"X89071.1.1486","Bacteria","Firmicutes","Clostridia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Halanaerobium acetethylicum"
"X89075.1.1455","Bacteria","Firmicutes","Clostridia","Halanaerobiales","Halobacteroidaceae","Halanaerobacter","Halanaerobacter lacunarum"
"X89379.1.1495","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Phocoenobacter","Phocoenobacter uteri"
"X89934.1.1447","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium","Streptosporangium album"
"X89940.1.1445","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium","Herbidospora cretacea"
"X89947.1.1450","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium","Streptosporangium roseum"
"X89970.1.1481","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Butyrivibrio","Butyrivibrio fibrisolvens"
"X90480.1.1416","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Stygiolobus","Stygiolobus azoricus"
"X90488.1.1420","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Caloramator","Caloramator proteoclasticus"
"X91031.1.1512","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium alimentarium"
"X91080.1.1438","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XVII","Sulfobacillus","Sulfobacillus thermosulfidooxidans"
"X92130.1.1497","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Alkalimonas","Alkalimonas delamerensis"
"X92176.1.1497","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinobacterium","Marinobacterium stanieri"
"X92555.1.1488","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Paucimonas","Paucimonas lemoignei"
"X92598.1.1476","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora coerulea"
"X92604.1.1476","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora aurantiaca"
"X92608.1.1471","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora echinospora"
"X92612.1.1466","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora echinospora"
"X92617.1.1476","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora citrea"
"X92624.1.1466","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Micromonospora sagamiensis"
"X92630.1.1469","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium","Dactylosporangium thailandense"
"X93019.1.1529","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter","Polynucleobacter necessarius subsp. necessarius"
"X93184.1.1459","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium hodleri"
"X93189.1.1468","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Pilimelia","Pilimelia anulata"
"X93193.1.1469","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium","Dactylosporangium matsuzakiense"
"X93197.1.1478","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Catellatospora","Catellatospora citrea"
"X93201.1.1453","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Catenuloplanes","Catenuloplanes japonicus"
"X93473.1.1452","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Marichromatium","Marichromatium gracile"
"X93479.1.1507","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Ectothiorhodospira","Ectothiorhodospira haloalkaliphila"
